LOT#,WAFER#,SITE#,DATE,TIME,PCM1,PCM2,PCM3,PCM4,PCM5,PCM6,PCM7,PCM8,PCM9,PCM10,PCM11,PCM12,PCM13,PCM14,PCM15,PCM16,PCM17,PCM18,PCM19,PCM20,PCM21,PCM22,PCM23,PCM24,PCM25,PCM26,PCM27,PCM28,PCM29,PCM30,PCM31,PCM32,PCM33,PCM34,PCM35,PCM36,PCM37,PCM38,PCM39,PCM40,PCM41,PCM42,PCM43,PCM44,PCM45,PCM46,PCM47,PCM48,PCM49,PCM50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,5,5,7/11/24,18:36:50,7.88E-03,63.426,4.46E-03,112.073,2.38E-03,210.341,1.62E-03,308.474,1.23E-03,406.016,9.93E-04,503.539,1076.484,14.501,-1.482,0.741,5.91E-06,-1.40E-03,1431.619,-9.75E-04,2052.084,-6.27E-04,3189.66,-4.67E-04,4281.775,-3.73E-04,5362.707,-3.12E-04,6413.401,12142.55,936.882,-8.487,4.244,2.19E-03,-3.92E-04,5099.27,-2.25E-04,8884.861,-1.23E-04,16283.73,-8.43E-05,23729.18,-6.40E-05,31260.99,-5.16E-05,38779.68,82238.67,1359.328,-1.818,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,6,1,7/11/24,18:55:14,7.76E-03,64.397,4.40E-03,113.722,2.35E-03,212.901,1.61E-03,311.482,1.22E-03,410.055,9.83E-04,508.53,1085.821,15.178,-1.538,0.769,6.42E-06,-1.36E-03,1470.156,-9.48E-04,2110.054,-6.16E-04,3245.22,-4.61E-04,4343.351,-3.69E-04,5415.08,-3.09E-04,6480.461,12184.08,982.641,-8.871,4.436,2.40E-03,-3.74E-04,5348.28,-2.15E-04,9310.641,-1.17E-04,17035.2,-8.08E-05,24747.15,-6.16E-05,32468.06,-4.97E-05,40205.69,85094.97,1534.745,-1.984,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,6,2,7/11/24,18:55:14,7.86E-03,63.638,4.42E-03,113.132,2.36E-03,212.149,1.61E-03,310.632,1.22E-03,409.273,9.85E-04,507.808,1085.638,14.478,-1.467,0.733,5.84E-06,-1.39E-03,1439.636,-9.68E-04,2065.186,-6.22E-04,3218.233,-4.64E-04,4306.224,-3.72E-04,5383.044,-3.11E-04,6431.427,12163.11,950.804,-8.599,4.299,2.25E-03,-3.74E-04,5353.534,-2.17E-04,9227.178,-1.19E-04,16814.92,-8.19E-05,24431.39,-6.23E-05,32082.9,-5.03E-05,39742,83975.23,1553.864,-2.035,1.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,6,3,7/11/24,18:55:14,7.68E-03,65.083,4.36E-03,114.57,2.35E-03,213.002,1.60E-03,311.822,1.22E-03,410.759,9.82E-04,509.136,1085.657,15.764,-1.597,0.799,6.92E-06,-1.39E-03,1438.425,-9.69E-04,2063.343,-6.26E-04,3196.665,-4.66E-04,4289.36,-3.73E-04,5359.688,-3.11E-04,6435.441,12154.17,942.766,-8.532,4.266,2.21E-03,-3.81E-04,5253.425,-2.17E-04,9222.157,-1.18E-04,17002.32,-8.08E-05,24744.15,-6.16E-05,32493.06,-4.97E-05,40247.68,85451.23,1425.706,-1.835,0.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,6,4,7/11/24,18:55:14,8.14E-03,61.449,4.53E-03,110.371,2.41E-03,207.409,1.64E-03,305.018,1.24E-03,402.33,1.00E-03,499.625,1070.99,12.847,-1.319,0.66,4.66E-06,-1.40E-03,1425.385,-9.80E-04,2041.241,-6.30E-04,3176.247,-4.69E-04,4261.149,-4.07E-04,4910.687,-3.14E-04,6367.358,11620.17,968.033,-9.164,4.582,2.44E-03,-3.86E-04,5182.878,-2.22E-04,8994.909,-1.22E-04,16417.4,-8.39E-05,23848.93,-6.39E-05,31320.62,-5.15E-05,38815.28,82089.61,1484.71,-1.99,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,6,5,7/11/24,18:55:14,7.87E-03,63.573,4.44E-03,112.519,2.37E-03,211.383,1.62E-03,309.559,1.23E-03,407.677,9.89E-04,505.541,1080.841,14.541,-1.48,0.74,5.92E-06,-1.39E-03,1436.462,-9.75E-04,2051.459,-6.29E-04,3181.471,-4.68E-04,4274.545,-3.74E-04,5342.751,-3.13E-04,6390.144,12076.13,943.41,-8.593,4.297,2.23E-03,-3.90E-04,5134.551,-2.22E-04,8998.105,-1.21E-04,16557.11,-8.27E-05,24180.73,-6.28E-05,31834.11,-5.07E-05,39475.53,83879.98,1330.923,-1.745,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,7,1,7/11/24,19:28:14,7.46E-03,67.06,4.28E-03,116.876,2.31E-03,216.196,1.59E-03,315.328,1.21E-03,413.935,9.76E-04,512.219,1088.389,17.996,-1.819,0.909,9.00E-06,-1.34E-03,1498.52,-9.44E-04,2117.675,-6.15E-04,3252.572,-4.60E-04,4352.785,-3.68E-04,5437.634,-3.08E-04,6485.841,12164.87,1000.6,-9.048,4.524,2.49E-03,-3.82E-04,5237.426,-2.19E-04,9121.009,-1.20E-04,16694.21,-8.24E-05,24267.02,-6.28E-05,31860.68,-5.07E-05,39437.39,83513.03,1490.047,-1.963,0.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,7,2,7/11/24,19:28:14,7.51E-03,66.541,4.32E-03,115.888,2.33E-03,214.361,1.60E-03,313.028,1.22E-03,411.272,9.81E-04,509.797,1083.422,17.375,-1.764,0.882,8.43E-06,-1.41E-03,1422.384,-9.82E-04,2036.757,-6.33E-04,3158.001,-4.70E-04,4256.17,-3.76E-04,5326.289,-3.13E-04,6387.858,12097.7,923.451,-8.397,4.198,2.13E-03,-3.88E-04,5157.377,-2.23E-04,8952.552,-1.22E-04,16453.73,-8.35E-05,23951.69,-6.36E-05,31449.01,-5.13E-05,38985.98,82622.16,1421.367,-1.892,0.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,7,3,7/11/24,19:28:14,7.31E-03,68.415,4.25E-03,117.722,2.31E-03,216.87,1.59E-03,315.266,1.21E-03,413.568,9.76E-04,512.089,1084.473,19.302,-1.958,0.979,1.04E-05,-1.36E-03,1469.357,-9.65E-04,2073.536,-6.20E-04,3224.382,-4.64E-04,4314.147,-3.73E-04,5361.772,-3.11E-04,6432.481,12088.6,973.624,-8.859,4.43,2.37E-03,-3.82E-04,5237.192,-2.19E-04,9122.756,-1.19E-04,16758.14,-8.21E-05,24366.83,-6.25E-05,31983.16,-5.05E-05,39634.1,83983.85,1460.212,-1.913,0.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,7,4,7/11/24,19:28:14,7.75E-03,64.545,4.43E-03,112.999,2.38E-03,210.216,1.63E-03,307.38,1.24E-03,404.263,9.98E-04,501.257,1067.675,16.035,-1.652,0.826,7.29E-06,-1.41E-03,1414.457,-9.87E-04,2027.174,-6.37E-04,3141.291,-4.74E-04,4217.221,-3.80E-04,5261.067,-3.17E-04,6303.024,11900.8,932.487,-8.619,4.31,2.21E-03,-3.94E-04,5081.456,-2.26E-04,8833.259,-1.23E-04,16210.35,-8.46E-05,23635.1,-6.42E-05,31136.3,-5.17E-05,38719.25,82093.69,1323.026,-1.773,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,7,5,7/11/24,19:28:14,7.37E-03,67.803,4.30E-03,116.306,2.33E-03,214.829,1.60E-03,312.977,1.22E-03,410.243,9.84E-04,508.085,1076.782,18.827,-1.923,0.962,9.96E-06,-1.42E-03,1404.721,-9.90E-04,2020.025,-6.36E-04,3145.916,-4.74E-04,4223.205,-3.78E-04,5286.614,-3.16E-04,6329.154,11995.36,917.845,-8.417,4.208,2.12E-03,-3.93E-04,5089.913,-2.25E-04,8886.914,-1.23E-04,16314.01,-8.42E-05,23754.66,-6.40E-05,31268.66,-5.15E-05,38818.37,82320.87,1355.84,-1.812,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,8,1,7/11/24,19:57:58,7.75E-03,64.549,4.41E-03,113.303,2.36E-03,211.531,1.62E-03,309.417,1.23E-03,406.762,9.91E-04,504.411,1075.453,15.76,-1.612,0.806,6.99E-06,-1.36E-03,1468.008,-9.60E-04,2083.49,-6.19E-04,3230.392,-4.62E-04,4329.773,-3.71E-04,5385.276,-3.10E-04,6459.051,12151.94,972.133,-8.8,4.4,2.35E-03,-3.78E-04,5297.592,-2.18E-04,9174.312,-1.19E-04,16805.03,-8.20E-05,24389.68,-6.25E-05,31983.42,-5.05E-05,39598.63,83759.07,1537.41,-2.019,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,8,2,7/11/24,19:57:58,7.95E-03,62.884,4.47E-03,111.882,2.38E-03,209.844,1.63E-03,307.723,1.23E-03,405.479,9.94E-04,503.214,1076.385,14.05,-1.436,0.718,5.55E-06,-1.40E-03,1429.817,-9.76E-04,2049.449,-6.30E-04,3175.853,-4.68E-04,4277.819,-3.74E-04,5346.021,-3.13E-04,6392.431,12099.15,937.098,-8.52,4.26,2.20E-03,-3.77E-04,5309.659,-2.20E-04,9113.693,-1.20E-04,16641.43,-8.28E-05,24167.4,-6.31E-05,31720.35,-5.09E-05,39268.97,82966.73,1552.315,-2.058,1.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,8,3,7/11/24,19:57:58,7.67E-03,65.162,4.39E-03,113.956,2.36E-03,211.562,1.62E-03,309.385,1.23E-03,407.468,9.90E-04,505.074,1075.64,16.155,-1.652,0.826,7.34E-06,-1.40E-03,1433.723,-9.76E-04,2049.348,-6.27E-04,3188.897,-4.68E-04,4270.01,-3.74E-04,5344.507,-3.12E-04,6405.658,12107.11,938.689,-8.529,4.264,2.20E-03,-3.83E-04,5222.941,-2.19E-04,9122.631,-1.20E-04,16735.7,-8.21E-05,24352.73,-6.26E-05,31969.87,-5.05E-05,39573.55,83891.3,1461.168,-1.916,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,8,4,7/11/24,19:57:58,8.14E-03,61.421,4.56E-03,109.632,2.43E-03,206.008,1.65E-03,302.283,1.26E-03,398.524,1.01E-03,494.692,1059.122,13.36,-1.388,0.694,5.10E-06,-1.41E-03,1421.424,-9.85E-04,2031.527,-6.34E-04,3155.968,-4.73E-04,4232.795,-3.77E-04,5304.646,-3.15E-04,6357.461,12023.63,926.906,-8.48,4.24,2.16E-03,-3.85E-04,5193.483,-2.23E-04,8971.063,-1.22E-04,16369.42,-8.41E-05,23783.11,-6.41E-05,31226.38,-5.17E-05,38700.44,81804.02,1495.758,-2.011,1.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,8,5,7/11/24,19:57:58,7.84E-03,63.809,4.45E-03,112.391,2.38E-03,210.112,1.63E-03,307.467,1.24E-03,404.619,9.97E-04,501.663,1070.625,15.242,-1.566,0.783,6.56E-06,-1.41E-03,1414.497,-9.91E-04,2018.408,-6.37E-04,3137.599,-4.74E-04,4222.34,-3.79E-04,5281.909,-3.16E-04,6323.211,11970.52,921.737,-8.47,4.235,2.15E-03,-3.90E-04,5132.535,-2.24E-04,8920.766,-1.22E-04,16384.31,-8.35E-05,23943.35,-6.35E-05,31493.53,-5.12E-05,39084.56,82940.72,1348.015,-1.788,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,9,1,7/11/24,20:16:38,7.52E-03,66.474,4.35E-03,115.037,2.35E-03,212.661,1.61E-03,309.812,1.23E-03,406.746,9.93E-04,503.747,1069.032,18.019,-1.854,0.927,9.19E-06,-1.39E-03,1437.887,-9.73E-04,2055.558,-6.28E-04,3184.282,-4.70E-04,4251.791,-3.77E-04,5310.52,-3.15E-04,6352.998,11963.29,955.945,-8.79,4.395,2.31E-03,-3.83E-04,5217.832,-2.20E-04,9088.761,-1.20E-04,16642.54,-8.27E-05,24194.65,-6.30E-05,31756.42,-5.09E-05,39313.82,83256.61,1482.977,-1.959,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,9,2,7/11/24,20:16:38,7.93E-03,63.065,4.48E-03,111.701,2.39E-03,209.424,1.63E-03,307.227,1.24E-03,404.528,9.96E-04,501.826,1072.946,14.315,-1.468,0.734,5.78E-06,-1.41E-03,1417.003,-9.86E-04,2027.861,-6.30E-04,3177.104,-4.72E-04,4240.711,-3.76E-04,5317.296,-3.14E-04,6369.163,12061.38,925.592,-8.441,4.221,2.15E-03,-3.86E-04,5188.727,-2.22E-04,8997.418,-1.22E-04,16453.73,-8.35E-05,23942.38,-6.36E-05,31438.63,-5.13E-05,38972.53,82486.48,1460.402,-1.948,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,9,3,7/11/24,20:16:38,7.60E-03,65.81,4.37E-03,114.393,2.36E-03,211.75,1.62E-03,309.092,1.23E-03,406.501,9.93E-04,503.609,1070.447,17.133,-1.761,0.88,8.30E-06,-1.40E-03,1426.849,-9.78E-04,2044.141,-6.31E-04,3171.507,-4.71E-04,4243.186,-3.76E-04,5313.129,-3.15E-04,6357.279,12005.96,939.768,-8.61,4.305,2.23E-03,-3.85E-04,5198.667,-2.20E-04,9092.604,-1.19E-04,16774.3,-8.19E-05,24414.81,-6.24E-05,32078.63,-5.03E-05,39785.32,84446.1,1392.005,-1.813,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,9,4,7/11/24,20:16:38,8.12E-03,61.552,4.57E-03,109.465,2.44E-03,205.304,1.66E-03,301.441,1.26E-03,397.45,1.01E-03,493.209,1055.467,13.529,-1.41,0.705,5.25E-06,-1.43E-03,1397.78,-9.99E-04,2001.151,-6.42E-04,3116.61,-4.79E-04,4171.821,-3.83E-04,5219.724,-3.20E-04,6258.566,11832.4,915.454,-8.511,4.255,2.14E-03,-3.95E-04,5061.279,-2.26E-04,8854.416,-1.23E-04,16301.11,-8.42E-05,23757.79,-6.40E-05,31240.34,-5.16E-05,38761.72,82279.38,1339.579,-1.791,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,9,5,7/11/24,20:16:38,7.71E-03,64.832,4.43E-03,112.971,2.38E-03,209.942,1.63E-03,307.182,1.24E-03,403.877,9.99E-04,500.751,1066.051,16.232,-1.675,0.837,7.48E-06,-1.43E-03,1401.709,-1.00E-03,1998.841,-6.41E-04,3122.302,-4.78E-04,4187.982,-3.82E-04,5229.497,-3.19E-04,6265.429,11853.6,917.159,-8.511,4.256,2.15E-03,-3.93E-04,5092.35,-2.25E-04,8878.077,-1.23E-04,16332.4,-8.38E-05,23860,-6.37E-05,31399.49,-5.14E-05,38941.34,82700.12,1328.608,-1.767,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,10,1,7/11/24,20:35:02,7.43E-03,67.277,4.31E-03,115.919,2.34E-03,213.843,1.61E-03,311.6,1.22E-03,409.222,9.87E-04,506.842,1074.8,18.369,-1.88,0.94,9.50E-06,-1.37E-03,1461.956,-9.75E-04,2052.254,-6.26E-04,3194.179,-4.66E-04,4289.333,-3.74E-04,5346.665,-3.12E-04,6402.049,12060.72,958.63,-8.743,4.372,2.31E-03,-2.66E-04,7517.836,-1.50E-04,13366.48,-8.01E-05,24963.9,-5.48E-05,36513.47,-4.16E-05,48069.64,-3.35E-05,59669.43,127389.4,1766.241,-1.525,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,10,2,7/11/24,20:35:02,7.82E-03,63.94,4.44E-03,112.751,2.37E-03,210.657,1.62E-03,308.322,1.23E-03,406.088,9.93E-04,503.529,1074.81,15.13,-1.548,0.774,6.44E-06,-1.42E-03,1407.777,-9.91E-04,2019.109,-6.36E-04,3146.846,-4.74E-04,4221.458,-3.78E-04,5294.563,-3.16E-04,6337.718,12014,916.444,-8.391,4.195,2.12E-03,-2.63E-04,7596.764,-1.49E-04,13408.51,-8.03E-05,24901.14,-5.50E-05,36398.91,-4.18E-05,47896.96,-3.37E-05,59434.48,126626.9,1867.985,-1.623,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,10,3,7/11/24,20:35:02,7.61E-03,65.723,4.36E-03,114.678,2.36E-03,212.072,1.62E-03,309.49,1.23E-03,407.239,9.90E-04,504.923,1073.288,16.961,-1.738,0.869,8.11E-06,-1.41E-03,1421.878,-9.83E-04,2035.69,-6.33E-04,3159.663,-4.71E-04,4244.708,-3.77E-04,5305.997,-3.15E-04,6347.111,12003.5,933.504,-8.555,4.277,2.20E-03,-2.70E-04,7400.966,-1.51E-04,13269.46,-8.04E-05,24872.68,-5.49E-05,36415.88,-4.17E-05,48014.25,-3.36E-05,59614.3,127532.7,1647.081,-1.421,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,10,4,7/11/24,20:35:02,8.02E-03,62.329,4.53E-03,110.384,2.42E-03,206.705,1.65E-03,302.766,1.25E-03,399.014,1.01E-03,495.251,1058.224,14.219,-1.478,0.739,5.78E-06,-1.44E-03,1390.337,-1.01E-03,1990.723,-6.44E-04,3107.018,-4.80E-04,4165.955,-3.83E-04,5217.818,-3.21E-04,6239.744,11822.97,908.658,-8.454,4.227,2.11E-03,-2.73E-04,7329.712,-1.53E-04,13069.67,-8.19E-05,24431.72,-5.58E-05,35820.98,-4.23E-05,47256.41,-3.41E-05,58739.39,125569.8,1618.103,-1.417,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
