,LOT#,WAFER#,SITE#,DATE,TIME,PCM1,PCM2,PCM3,PCM4,PCM5,PCM6,PCM7,PCM8,PCM9,PCM10,PCM11,PCM12,PCM13,PCM14,PCM15,PCM16,PCM17,PCM18,PCM19,PCM20,PCM21,PCM22,PCM23,PCM24,PCM25,PCM26,PCM27,PCM28,PCM29,PCM30,PCM31,PCM32,PCM33,PCM34,PCM35,PCM36,PCM37,PCM38,PCM39,PCM40,PCM41,PCM42,PCM43,PCM44,PCM45,PCM46,PCM47,PCM48,PCM49,PCM50,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283
36,UU456,8,2,7/11/24,19:57:58,0.00795,62.884,0.00447,111.882,0.00238,209.844,0.00163,307.723,0.00123,405.479,0.000994,503.214,1076.385,14.05,-1.436,0.718,5.55e-06,-0.0014,1429.817,-0.000976,2049.449,-0.00063,3175.853,-0.000468,4277.819,-0.000374,5346.021,-0.000313,6392.431,12099.15,937.098,-8.52,4.26,0.0022,-0.000377,5309.659,-0.00022,9113.693,-0.00012,16641.43,-8.28e-05,24167.4,-6.31e-05,31720.35,-5.09e-05,39268.97,82966.73,1552.315,-2.058,1.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,UU456,8,3,7/11/24,19:57:58,0.00767,65.162,0.00439,113.956,0.00236,211.562,0.00162,309.385,0.00123,407.468,0.00099,505.074,1075.64,16.155,-1.652,0.826,7.34e-06,-0.0014,1433.723,-0.000976,2049.348,-0.000627,3188.897,-0.000468,4270.01,-0.000374,5344.507,-0.000312,6405.658,12107.11,938.689,-8.529,4.264,0.0022,-0.000383,5222.941,-0.000219,9122.631,-0.00012,16735.7,-8.21e-05,24352.73,-6.26e-05,31969.87,-5.05e-05,39573.55,83891.3,1461.168,-1.916,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,UU456,8,4,7/11/24,19:57:58,0.00814,61.421,0.00456,109.632,0.00243,206.008,0.00165,302.283,0.00126,398.524,0.00101,494.692,1059.122,13.36,-1.388,0.694,5.1e-06,-0.00141,1421.424,-0.000985,2031.527,-0.000634,3155.968,-0.000473,4232.795,-0.000377,5304.646,-0.000315,6357.461,12023.63,926.906,-8.48,4.24,0.00216,-0.000385,5193.483,-0.000223,8971.063,-0.000122,16369.42,-8.41e-05,23783.11,-6.41e-05,31226.38,-5.17e-05,38700.44,81804.02,1495.758,-2.011,1.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,UU456,8,5,7/11/24,19:57:58,0.00784,63.809,0.00445,112.391,0.00238,210.112,0.00163,307.467,0.00124,404.619,0.000997,501.663,1070.625,15.242,-1.566,0.783,6.56e-06,-0.00141,1414.497,-0.000991,2018.408,-0.000637,3137.599,-0.000474,4222.34,-0.000379,5281.909,-0.000316,6323.211,11970.52,921.737,-8.47,4.235,0.00215,-0.00039,5132.535,-0.000224,8920.766,-0.000122,16384.31,-8.35e-05,23943.35,-6.35e-05,31493.53,-5.12e-05,39084.56,82940.72,1348.015,-1.788,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,UU456,9,1,7/11/24,20:16:38,0.00752,66.474,0.00435,115.037,0.00235,212.661,0.00161,309.812,0.00123,406.746,0.000993,503.747,1069.032,18.019,-1.854,0.927,9.19e-06,-0.00139,1437.887,-0.000973,2055.558,-0.000628,3184.282,-0.00047,4251.791,-0.000377,5310.52,-0.000315,6352.998,11963.29,955.945,-8.79,4.395,0.00231,-0.000383,5217.832,-0.00022,9088.761,-0.00012,16642.54,-8.27e-05,24194.65,-6.3e-05,31756.42,-5.09e-05,39313.82,83256.61,1482.977,-1.959,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,UU456,9,2,7/11/24,20:16:38,0.00793,63.065,0.00448,111.701,0.00239,209.424,0.00163,307.227,0.00124,404.528,0.000996,501.826,1072.946,14.315,-1.468,0.734,5.78e-06,-0.00141,1417.003,-0.000986,2027.861,-0.00063,3177.104,-0.000472,4240.711,-0.000376,5317.296,-0.000314,6369.163,12061.38,925.592,-8.441,4.221,0.00215,-0.000386,5188.727,-0.000222,8997.418,-0.000122,16453.73,-8.35e-05,23942.38,-6.36e-05,31438.63,-5.13e-05,38972.53,82486.48,1460.402,-1.948,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,UU456,9,3,7/11/24,20:16:38,0.0076,65.81,0.00437,114.393,0.00236,211.75,0.00162,309.092,0.00123,406.501,0.000993,503.609,1070.447,17.133,-1.761,0.88,8.3e-06,-0.0014,1426.849,-0.000978,2044.141,-0.000631,3171.507,-0.000471,4243.186,-0.000376,5313.129,-0.000315,6357.279,12005.96,939.768,-8.61,4.305,0.00223,-0.000385,5198.667,-0.00022,9092.604,-0.000119,16774.3,-8.19e-05,24414.81,-6.24e-05,32078.63,-5.03e-05,39785.32,84446.1,1392.005,-1.813,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,UU456,9,4,7/11/24,20:16:38,0.00812,61.552,0.00457,109.465,0.00244,205.304,0.00166,301.441,0.00126,397.45,0.00101,493.209,1055.467,13.529,-1.41,0.705,5.25e-06,-0.00143,1397.78,-0.000999,2001.151,-0.000642,3116.61,-0.000479,4171.821,-0.000383,5219.724,-0.00032,6258.566,11832.4,915.454,-8.511,4.255,0.00214,-0.000395,5061.279,-0.000226,8854.416,-0.000123,16301.11,-8.42e-05,23757.79,-6.4e-05,31240.34,-5.16e-05,38761.72,82279.38,1339.579,-1.791,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,UU456,9,5,7/11/24,20:16:38,0.00771,64.832,0.00443,112.971,0.00238,209.942,0.00163,307.182,0.00124,403.877,0.000999,500.751,1066.051,16.232,-1.675,0.837,7.48e-06,-0.00143,1401.709,-0.001,1998.841,-0.000641,3122.302,-0.000478,4187.982,-0.000382,5229.497,-0.000319,6265.429,11853.6,917.159,-8.511,4.256,0.00215,-0.000393,5092.35,-0.000225,8878.077,-0.000123,16332.4,-8.38e-05,23860.0,-6.37e-05,31399.49,-5.14e-05,38941.34,82700.12,1328.608,-1.767,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,UU456,10,1,7/11/24,20:35:02,0.00743,67.277,0.00431,115.919,0.00234,213.843,0.00161,311.6,0.00122,409.222,0.000987,506.842,1074.8,18.369,-1.88,0.94,9.5e-06,-0.00137,1461.956,-0.000975,2052.254,-0.000626,3194.179,-0.000466,4289.333,-0.000374,5346.665,-0.000312,6402.049,12060.72,958.63,-8.743,4.372,0.00231,-0.000266,7517.836,-0.00015,13366.48,-8.01e-05,24963.9,-5.48e-05,36513.47,-4.16e-05,48069.64,-3.35e-05,59669.43,127389.4,1766.241,-1.525,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,UU456,10,2,7/11/24,20:35:02,0.00782,63.94,0.00444,112.751,0.00237,210.657,0.00162,308.322,0.00123,406.088,0.000993,503.529,1074.81,15.13,-1.548,0.774,6.44e-06,-0.00142,1407.777,-0.000991,2019.109,-0.000636,3146.846,-0.000474,4221.458,-0.000378,5294.563,-0.000316,6337.718,12014.0,916.444,-8.391,4.195,0.00212,-0.000263,7596.764,-0.000149,13408.51,-8.03e-05,24901.14,-5.5e-05,36398.91,-4.18e-05,47896.96,-3.37e-05,59434.48,126626.9,1867.985,-1.623,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,UU456,10,3,7/11/24,20:35:02,0.00761,65.723,0.00436,114.678,0.00236,212.072,0.00162,309.49,0.00123,407.239,0.00099,504.923,1073.288,16.961,-1.738,0.869,8.11e-06,-0.00141,1421.878,-0.000983,2035.69,-0.000633,3159.663,-0.000471,4244.708,-0.000377,5305.997,-0.000315,6347.111,12003.5,933.504,-8.555,4.277,0.0022,-0.00027,7400.966,-0.000151,13269.46,-8.04e-05,24872.68,-5.49e-05,36415.88,-4.17e-05,48014.25,-3.36e-05,59614.3,127532.7,1647.081,-1.421,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,UU456,10,4,7/11/24,20:35:02,0.00802,62.329,0.00453,110.384,0.00242,206.705,0.00165,302.766,0.00125,399.014,0.00101,495.251,1058.224,14.219,-1.478,0.739,5.78e-06,-0.00144,1390.337,-0.00101,1990.723,-0.000644,3107.018,-0.00048,4165.955,-0.000383,5217.818,-0.000321,6239.744,11822.97,908.658,-8.454,4.227,0.00211,-0.000273,7329.712,-0.000153,13069.67,-8.19e-05,24431.72,-5.58e-05,35820.98,-4.23e-05,47256.41,-3.41e-05,58739.39,125569.8,1618.103,-1.417,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,UU456,10,5,7/11/24,20:35:02,0.00781,64.043,0.00446,112.215,0.00238,209.976,0.00163,306.978,0.00124,404.034,0.000998,500.922,1068.49,15.428,-1.588,0.794,6.74e-06,-0.00144,1389.7,-0.000999,2001.738,-0.000644,3106.029,-0.000478,4183.558,-0.000383,5226.585,-0.00032,6257.118,11856.41,909.665,-8.44,4.22,0.00211,-0.000282,7097.66,-0.000155,12881.7,-8.2e-05,24377.04,-5.57e-05,35882.36,-4.22e-05,47375.74,-3.4e-05,58898.89,126577.4,1359.048,-1.181,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,UU456,12,1,7/11/24,20:55:12,0.00747,66.917,0.0043,116.194,0.00235,213.191,0.00161,310.509,0.00123,408.0,0.00099,504.89,1070.31,18.59,-1.911,0.955,9.77e-06,-0.00104,1918.41,-0.000725,2760.315,-0.000466,4296.326,-0.000346,5787.992,-0.000275,7265.805,-0.00023,8693.687,16520.8,1240.536,-8.26,4.13,0.00282,-0.000362,5526.755,-0.000213,9412.695,-0.000117,17040.86,-8.12e-05,24620.41,-6.21e-05,32204.3,-5.03e-05,39770.84,83638.09,1787.03,-2.35,1.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,UU456,12,2,7/11/24,20:55:12,0.00773,64.689,0.00441,113.409,0.00237,211.397,0.00162,308.94,0.00123,406.514,0.000993,503.764,1073.649,15.974,-1.637,0.818,7.19e-06,-0.00103,1951.334,-0.000716,2795.389,-0.00046,4351.374,-0.000342,5844.757,-0.000273,7327.698,-0.000228,8769.353,16620.58,1269.998,-8.405,4.203,0.00294,-0.000357,5595.251,-0.000212,9423.738,-0.000118,16898.17,-8.22e-05,24340.79,-6.28e-05,31829.9,-5.08e-05,39358.38,82393.69,1891.016,-2.525,1.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,UU456,12,3,7/11/24,20:55:12,0.00759,65.896,0.00436,114.81,0.00236,211.667,0.00162,309.565,0.00123,407.077,0.000992,504.161,1071.572,17.206,-1.766,0.883,8.36e-06,-0.00105,1906.323,-0.000727,2750.57,-0.000466,4293.974,-0.000346,5785.062,-0.000275,7262.902,-0.000231,8678.521,16520.8,1233.006,-8.21,4.105,0.00278,-0.000367,5445.808,-0.000213,9396.156,-0.000117,17110.69,-8.07e-05,24771.94,-6.17e-05,32411.13,-4.99e-05,40107.81,84596.16,1673.298,-2.176,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,UU456,12,4,7/11/24,20:55:12,0.00803,62.237,0.00454,110.259,0.00243,205.766,0.00166,302.131,0.00126,397.747,0.00101,493.165,1053.765,14.409,-1.504,0.752,5.96e-06,-0.00106,1883.151,-0.000736,2717.174,-0.000469,4267.705,-0.000349,5736.543,-0.000278,7200.616,-0.000233,8602.483,16393.69,1217.909,-8.172,4.086,0.00274,-0.000375,5341.124,-0.000219,9122.34,-0.000121,16561.5,-8.34e-05,23990.16,-6.37e-05,31422.97,-5.15e-05,38858.49,81867.46,1656.328,-2.226,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,UU456,12,5,7/11/24,20:55:12,0.0076,65.834,0.0044,113.541,0.00238,210.495,0.00163,307.598,0.00124,404.279,0.000998,500.905,1064.462,17.121,-1.769,0.885,8.33e-06,-0.00104,1918.447,-0.000726,2753.399,-0.000468,4276.026,-0.000348,5750.117,-0.000278,7203.91,-0.000232,8632.373,16355.21,1248.051,-8.394,4.197,0.00288,-0.000378,5292.658,-0.00022,9094.588,-0.000121,16524.42,-8.36e-05,23917.52,-6.38e-05,31374.57,-5.15e-05,38819.12,81847.54,1615.371,-2.171,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,UU456,13,1,7/11/24,21:13:38,0.00739,67.683,0.0043,116.318,0.00234,213.508,0.00161,310.455,0.00123,407.488,0.000992,504.237,1067.199,19.318,-1.991,0.996,1.06e-05,-0.00105,1905.506,-0.000727,2751.414,-0.000465,4304.908,-0.000345,5796.53,-0.000276,7247.585,-0.00023,8697.884,16538.04,1233.37,-8.204,4.102,0.00278,-0.000362,5518.855,-0.000213,9390.642,-0.000118,17000.15,-8.14e-05,24581.68,-6.22e-05,32161.89,-5.03e-05,39739.0,83581.72,1769.676,-2.329,1.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,UU456,13,2,7/11/24,21:13:38,0.00768,65.113,0.00439,113.789,0.00236,211.749,0.00162,308.812,0.00123,406.019,0.000994,503.191,1070.88,16.618,-1.707,0.853,7.8e-06,-0.00104,1921.913,-0.000717,2789.07,-0.000463,4316.187,-0.000343,5824.926,-0.000274,7298.524,-0.000229,8720.524,16565.77,1254.744,-8.332,4.166,0.00288,-0.000364,5495.125,-0.000214,9329.185,-0.000119,16812.37,-8.23e-05,24311.38,-6.29e-05,31804.85,-5.09e-05,39325.88,82597.67,1781.862,-2.373,1.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,UU456,13,3,7/11/24,21:13:38,0.00757,66.032,0.00436,114.796,0.00236,211.827,0.00162,309.506,0.00123,406.716,0.000993,503.65,1070.034,17.459,-1.795,0.897,8.62e-06,-0.00106,1894.137,-0.000732,2730.741,-0.000467,4284.086,-0.000346,5780.464,-0.000277,7231.547,-0.00023,8695.539,16562.27,1213.129,-8.057,4.029,0.00269,-0.000367,5444.147,-0.000213,9395.626,-0.000117,17088.61,-8.08e-05,24766.27,-6.17e-05,32431.21,-4.99e-05,40062.98,84549.2,1675.23,-2.18,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
